action,trade_number,price,type,base_amount,quote_amount,quantity,trading_fee,date,quote_balance,base_balance,base_debt
sell,77,36539.01,short,0.22040645629840971,8053.433710752156,100,0.00022040645629840973,2022-01-25 13:00:00,8053.433710752156,0.0,0.22040645629840971
buy,77,37042.75,short,0.22040645629840971,8053.433710752156,100,7.942406162456396,2022-01-26 21:00:00,7934.463756293939,0.0,0.0
buy,78,37042.75,long,0.21398328397696298,7934.463756293939,100,7.934463756293939,2022-01-26 21:00:00,7926.529292537645,0.21398328397696298,0.0
sell,78,36853.66,long,0.21398328397696298,7934.463756293939,100,7.886026690768674,2022-01-27 14:00:00,7878.140664077905,0.0,0.0
sell,79,36853.66,short,0.21376820278034542,7878.140664077905,100,0.00021376820278034542,2022-01-27 14:00:00,7878.140664077905,0.0,0.21376820278034542
buy,79,35575.96,short,0.21376820278034542,7878.140664077905,100,8.151272296770353,2022-01-27 21:00:00,8143.121024473583,0.0,0.0
buy,80,35575.96,long,0.22866502839133812,8143.121024473583,100,8.143121024473583,2022-01-27 21:00:00,8134.977903449109,0.22866502839133812,0.0
sell,80,37205.98,long,0.22866502839133812,8143.121024473583,100,8.50807957469881,2022-01-28 01:00:00,8499.571495124112,0.0,0.0
sell,81,37205.98,short,0.22844638133773418,8499.571495124112,100,0.0002284463813377342,2022-01-28 01:00:00,8499.571495124112,0.0,0.22844638133773418
buy,81,36456.27,short,0.22844638133773418,8499.571495124112,100,8.670840031676827,2022-01-28 12:00:00,8662.16919164515,0.0,0.0
buy,82,36456.27,long,0.2373667690757586,8662.16919164515,100,8.66216919164515,2022-01-28 12:00:00,8653.507022453505,0.2373667690757586,0.0
sell,82,37066.62,long,0.2373667690757586,8662.16919164515,100,8.798528851788229,2022-01-28 19:00:00,8789.73032293644,0.0,0.0
sell,83,37066.62,short,0.2371333108585687,8789.73032293644,100,0.0002371333108585687,2022-01-28 19:00:00,8789.73032293644,0.0,0.2371333108585687
buy,83,37794.09,short,0.2371333108585687,8789.73032293644,100,8.617222953286161,2022-01-29 19:00:00,8608.605730332874,0.0,0.0
buy,84,37794.09,long,0.22754872850761965,8608.605730332874,100,8.608605730332874,2022-01-29 19:00:00,8599.997124602542,0.22754872850761965,0.0
sell,84,38371.68,long,0.22754872850761965,8608.605730332874,100,8.73155855613279,2022-01-29 21:00:00,8722.826997576656,0.0,0.0
sell,85,38371.68,short,0.22732460495804865,8722.826997576656,100,0.00022732460495804866,2022-01-29 21:00:00,8722.826997576656,0.0,0.22732460495804865
buy,85,37961.0,short,0.22732460495804865,8722.826997576656,100,8.816184666340828,2022-01-30 13:00:00,8807.368481674486,0.0,0.0
buy,86,37961.0,long,0.23177896033278397,8807.368481674486,100,8.807368481674487,2022-01-30 13:00:00,8798.561113192813,0.23177896033278397,0.0
sell,86,37283.11,long,0.23177896033278397,8807.368481674486,100,8.641283195855486,2022-01-31 14:00:00,8632.64191265963,0.0,0.0
sell,87,37283.11,short,0.2315429671145897,8632.64191265963,100,0.0002315429671145897,2022-01-31 14:00:00,8632.64191265963,0.0,0.2315429671145897
buy,87,38281.69,short,0.2315429671145897,8632.64191265963,100,8.401427736558341,2022-02-01 11:00:00,8393.026308821783,0.0,0.0
buy,88,38281.69,long,0.21902463769266614,8393.026308821783,100,8.393026308821783,2022-02-01 11:00:00,8384.633282512961,0.21902463769266614,0.0
sell,88,38675.32,long,0.21902463769266614,8393.026308821783,100,8.470934251617027,2022-02-01 13:00:00,8462.463317365411,0.0,0.0
sell,89,38675.32,short,0.21880784224578909,8462.463317365411,100,0.0002188078422457891,2022-02-01 13:00:00,8462.463317365411,0.0,0.21880784224578909
buy,89,38591.08,short,0.21880784224578909,8462.463317365411,100,8.480895689996196,2022-02-02 04:00:00,8472.4147943062,0.0,0.0
buy,90,38591.08,long,0.21932380175708718,8472.4147943062,100,8.4724147943062,2022-02-02 04:00:00,8463.942379511893,0.21932380175708718,0.0
sell,90,36964.03,long,0.21932380175708718,8472.4147943062,100,8.106734379863376,2022-02-03 23:00:00,8098.627645483512,0.0,0.0
sell,91,36964.03,short,0.2190948239540849,8098.627645483512,100,0.0002190948239540849,2022-02-03 23:00:00,8098.627645483512,0.0,0.2190948239540849
buy,91,41549.86,short,0.2190948239540849,8098.627645483512,100,7.0938960289501525,2022-02-06 03:00:00,7086.8021329212015,0.0,0.0
buy,92,41549.86,long,0.17039083478953432,7086.8021329212015,100,7.086802132921202,2022-02-06 03:00:00,7079.71533078828,0.17039083478953432,0.0
sell,92,41671.3,long,0.17039083478953432,7086.8021329212015,100,7.100428306741074,2022-02-06 10:00:00,7093.327878434333,0.0,0.0
sell,93,41671.3,short,0.17022094051383885,7093.327878434333,100,0.00017022094051383885,2022-02-06 10:00:00,7093.327878434333,0.0,0.17022094051383885
buy,93,41320.5,short,0.17022094051383885,7093.327878434333,100,7.153041384366587,2022-02-06 15:00:00,7145.888342982221,0.0,0.0
buy,94,41320.5,long,0.17276515179243326,7145.888342982221,100,7.145888342982221,2022-02-06 15:00:00,7138.7424546392385,0.17276515179243326,0.0
sell,94,41692.32,long,0.17276515179243326,7145.888342982221,100,7.203044295219281,2022-02-06 17:00:00,7195.841250924062,0.0,0.0
sell,95,41692.32,short,0.17259392739296017,7195.841250924062,100,0.0001725939273929602,2022-02-06 17:00:00,7195.841250924062,0.0,0.17259392739296017
buy,95,41756.87,short,0.17259392739296017,7195.841250924062,100,7.184700312910846,2022-02-06 20:00:00,7177.515612597936,0.0,0.0
buy,96,41756.87,long,0.17171636899473877,7177.515612597936,100,7.177515612597936,2022-02-06 20:00:00,7170.338096985338,0.17171636899473877,0.0
